state,district,crop,year,data_status,production_tonnes,fertilizer_use_kg_per_hectare,pesticide_use_kg_per_hectare,pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,organic_carbon_percent,msp_rs_qtl,expected_yield_q_ha,estimated_yield_q_ha,yield_gap_q_ha,production_cost_rs_ha,expected_net_return_rs_ha,water_stress_index,estimated_co2_kg_per_hectare,formula_pollution_index,pollution_index,sustainability_score
Rajasthan,Jaipur,Maize,2022,Official-aligned historical,5606.5,172.29,12.2,8.04,274.4,16.8,266.9,0.39,2410,55,52.51,2.49,67000,59549.1,0.6737846089201981,286.2,55.85,56.9,46.87
Rajasthan,Jaipur,Maize,2023,Official-aligned historical,5901.3,175.23,12.34,8.07,273.2,16.9,266.8,0.4,2410,55,52.61,2.39,67000,59790.1,0.6737846089201981,290.73,56.49,51.37,52.44
Rajasthan,Jaipur,Maize,2024,Provisional estimate,5590.6,178.18,12.48,8.11,272.0,16.9,266.8,0.4,2410,55,52.58,2.42,67000,59717.8,0.6737846089201981,295.28,57.01,50.22,53.58
Rajasthan,Jaipur,Maize,2025,Model-estimated scenario,5883.8,181.12,12.63,8.12,270.8,16.9,266.8,0.37,2410,55,52.13,2.87,67000,58633.3,0.6737846089201981,299.87,57.66,61.85,41.78
Rajasthan,Jaipur,Maize,2026,Model-estimated scenario,5997.1,184.06,12.77,8.09,269.6,16.9,266.7,0.36,2410,55,51.96,3.04,67000,58223.6,0.6737846089201981,304.41,58.26,58.61,44.96
Rajasthan,Jaipur,Cotton,2019,Official-aligned historical,2318.9,156.01,22.86,8.11,278.0,16.8,267.0,0.37,8267,24,22.84,1.16,95000,93818.28,0.843784608920198,319.4,62.7,54.69,52.99
Rajasthan,Jaipur,Cotton,2020,Official-aligned historical,2377.3,158.82,23.13,8.08,276.8,16.8,267.0,0.36,8267,24,22.76,1.24,95000,93156.92,0.843784608920198,324.43,63.39,64.61,42.97
Rajasthan,Jaipur,Cotton,2021,Official-aligned historical,2503.1,161.62,23.41,8.05,275.6,16.8,266.9,0.37,8267,24,22.81,1.19,95000,93570.27,0.843784608920198,329.5,64.1,66.12,41.53
Rajasthan,Jaipur,Cotton,2022,Official-aligned historical,2550.4,164.43,23.68,8.04,274.4,16.8,266.9,0.39,8267,24,22.91,1.09,95000,94396.97,0.843784608920198,334.53,64.78,61.74,46.03
Rajasthan,Jaipur,Cotton,2023,Official-aligned historical,2483.8,167.24,23.96,8.07,273.2,16.9,266.8,0.4,8267,24,22.96,1.04,95000,94810.32,0.843784608920198,339.61,65.42,57.76,50.08
Rajasthan,Jaipur,Cotton,2024,Provisional estimate,2432.2,170.05,24.23,8.11,272.0,16.9,266.8,0.4,8267,24,22.94,1.06,95000,94644.98,0.843784608920198,344.64,66.06,69.03,38.78
Rajasthan,Jaipur,Cotton,2025,Model-estimated scenario,2505.2,172.86,24.5,8.12,270.8,16.9,266.8,0.37,8267,24,22.75,1.25,95000,93074.25,0.843784608920198,349.67,66.75,68.92,38.65
Rajasthan,Jaipur,Cotton,2026,Model-estimated scenario,2634.3,175.66,24.78,8.09,269.6,16.9,266.7,0.36,8267,24,22.68,1.32,95000,92495.56,0.843784608920198,354.74,67.46,63.58,43.9
Rajasthan,Jaipur,Mustard / Rapeseed,2019,Official-aligned historical,1782.0,126.57,8.24,8.11,278.0,16.8,267.0,0.37,6200,18,17.13,0.87,52000,54206.0,0.4737846089201981,206.56,41.43,41.25,63.3
Rajasthan,Jaipur,Mustard / Rapeseed,2020,Official-aligned historical,1783.4,128.84,8.34,8.08,276.8,16.8,267.0,0.36,6200,18,17.07,0.93,52000,53834.0,0.4737846089201981,210.03,41.88,43.3,61.19
Rajasthan,Jaipur,Mustard / Rapeseed,2021,Official-aligned historical,1787.3,131.12,8.44,8.05,275.6,16.8,266.9,0.37,6200,18,17.11,0.89,52000,54082.0,0.4737846089201981,213.5,42.32,41.48,63.05
Rajasthan,Jaipur,Mustard / Rapeseed,2022,Official-aligned historical,1794.8,133.4,8.54,8.04,274.4,16.8,266.9,0.39,6200,18,17.18,0.82,52000,54516.0,0.4737846089201981,216.97,42.77,35.79,68.81
Rajasthan,Jaipur,Mustard / Rapeseed,2023,Official-aligned historical,1806.8,135.68,8.63,8.07,273.2,16.9,266.8,0.4,6200,18,17.22,0.78,52000,54764.0,0.4737846089201981,220.4,43.21,44.44,60.19
Rajasthan,Jaipur,Mustard / Rapeseed,2024,Provisional estimate,1823.9,137.96,8.73,8.11,272.0,16.9,266.8,0.4,6200,18,17.21,0.79,52000,54702.0,0.4737846089201981,223.87,43.67,46.25,58.38
Rajasthan,Jaipur,Mustard / Rapeseed,2025,Model-estimated scenario,1846.3,140.24,8.83,8.12,270.8,16.9,266.8,0.37,6200,18,17.06,0.94,52000,53772.0,0.4737846089201981,227.34,44.12,42.52,61.96
Rajasthan,Jaipur,Mustard / Rapeseed,2026,Model-estimated scenario,1873.7,142.51,8.93,8.09,269.6,16.9,266.7,0.36,6200,18,17.01,0.99,52000,53462.0,0.4737846089201981,230.81,44.58,37.58,66.85
Rajasthan,Jaipur,Barley,2019,Official-aligned historical,4295.5,122.58,7.37,8.11,278.0,16.8,267.0,0.37,2150,42,39.96,2.04,47000,38914.0,0.503784608920198,196.94,41.51,41.29,60.67
Rajasthan,Jaipur,Barley,2020,Official-aligned historical,4388.0,124.78,7.46,8.08,276.8,16.8,267.0,0.36,2150,42,39.83,2.17,47000,38634.5,0.503784608920198,200.26,41.95,42.27,59.64
Rajasthan,Jaipur,Barley,2021,Official-aligned historical,4408.3,126.99,7.55,8.05,275.6,16.8,266.9,0.37,2150,42,39.91,2.09,47000,38806.5,0.503784608920198,203.59,42.38,37.38,64.56
Rajasthan,Jaipur,Barley,2022,Official-aligned historical,4365.9,129.2,7.63,8.04,274.4,16.8,266.9,0.39,2150,42,40.1,1.9,47000,39215.0,0.503784608920198,206.87,42.79,42.99,59.01
Rajasthan,Jaipur,Barley,2023,Official-aligned historical,4301.5,131.4,7.72,8.07,273.2,16.9,266.8,0.4,2150,42,40.18,1.82,47000,39387.0,0.503784608920198,210.19,43.2,44.71,57.32
Rajasthan,Jaipur,Barley,2024,Provisional estimate,4267.5,133.61,7.81,8.11,272.0,16.9,266.8,0.4,2150,42,40.15,1.85,47000,39322.5,0.503784608920198,213.52,43.61,43.95,58.07
Rajasthan,Jaipur,Barley,2025,Model-estimated scenario,4302.3,135.82,7.9,8.12,270.8,16.9,266.8,0.37,2150,42,39.81,2.19,47000,38591.5,0.503784608920198,216.86,44.05,38.26,63.65
Rajasthan,Jaipur,Barley,2026,Model-estimated scenario,4410.9,138.02,7.99,8.09,269.6,16.9,266.7,0.36,2150,42,39.68,2.32,47000,38312.0,0.503784608920198,220.18,44.5,36.33,65.53
Rajasthan,Jaipur,Gram / Chana,2019,Official-aligned historical,1861.9,97.93,7.02,8.11,278.0,16.8,267.0,0.37,5875,18,17.13,0.87,48000,52638.75,0.4237846089201981,163.11,35.23,35.14,69.57
Rajasthan,Jaipur,Gram / Chana,2020,Official-aligned historical,1799.2,99.69,7.11,8.08,276.8,16.8,267.0,0.36,5875,18,17.07,0.93,48000,52286.25,0.4237846089201981,165.86,35.55,32.81,71.84
Rajasthan,Jaipur,Gram / Chana,2021,Official-aligned historical,1777.4,101.45,7.19,8.05,275.6,16.8,266.9,0.37,5875,18,17.11,0.89,48000,52521.25,0.4237846089201981,168.55,35.88,27.06,77.63
Rajasthan,Jaipur,Gram / Chana,2022,Official-aligned historical,1889.3,103.22,7.27,8.04,274.4,16.8,266.9,0.39,5875,18,17.18,0.82,48000,52932.5,0.4237846089201981,171.26,36.29,36.06,68.69
Rajasthan,Jaipur,Gram / Chana,2023,Official-aligned historical,1920.3,104.98,7.36,8.07,273.2,16.9,266.8,0.4,5875,18,17.22,0.78,48000,53167.5,0.4237846089201981,174.01,36.66,37.62,67.17
Rajasthan,Jaipur,Gram / Chana,2024,Provisional estimate,1838.7,106.74,7.44,8.11,272.0,16.9,266.8,0.4,5875,18,17.21,0.79,48000,53108.75,0.4237846089201981,176.71,36.96,33.4,71.38
Rajasthan,Jaipur,Gram / Chana,2025,Model-estimated scenario,1872.7,108.5,7.53,8.12,270.8,16.9,266.8,0.37,5875,18,17.06,0.94,48000,52227.5,0.4237846089201981,179.45,37.33,28.62,76.02
Rajasthan,Jaipur,Gram / Chana,2026,Model-estimated scenario,1987.5,110.27,7.61,8.09,269.6,16.9,266.7,0.36,5875,18,17.01,0.99,48000,51933.75,0.4237846089201981,182.16,37.74,39.25,65.35
Rajasthan,Jaipur,Masur / Lentil,2019,Official-aligned historical,1622.7,92.12,6.88,8.11,278.0,16.8,267.0,0.37,7000,16,15.22,0.78,47000,59540.0,0.40378460892019813,154.84,33.76,32.36,73.57
Rajasthan,Jaipur,Masur / Lentil,2020,Official-aligned historical,1573.1,93.78,6.96,8.08,276.8,16.8,267.0,0.36,7000,16,15.17,0.83,47000,59190.0,0.40378460892019813,157.41,34.05,27.1,78.78
Rajasthan,Jaipur,Masur / Lentil,2021,Official-aligned historical,1686.2,95.44,7.04,8.05,275.6,16.8,266.9,0.37,7000,16,15.2,0.8,47000,59400.0,0.40378460892019813,159.98,34.46,33.05,72.86
Rajasthan,Jaipur,Masur / Lentil,2022,Official-aligned historical,1590.4,97.09,7.12,8.04,274.4,16.8,266.9,0.39,7000,16,15.28,0.72,47000,59960.0,0.40378460892019813,162.53,34.72,34.76,71.23
Rajasthan,Jaipur,Masur / Lentil,2023,Official-aligned historical,1713.1,98.75,7.21,8.07,273.2,16.9,266.8,0.4,7000,16,15.31,0.69,47000,60170.0,0.40378460892019813,165.15,35.14,33.63,72.4
Rajasthan,Jaipur,Masur / Lentil,2024,Provisional estimate,1646.7,100.41,7.29,8.11,272.0,16.9,266.8,0.4,7000,16,15.3,0.7,47000,60100.0,0.40378460892019813,167.71,35.42,27.74,78.28
Rajasthan,Jaipur,Masur / Lentil,2025,Model-estimated scenario,1705.5,102.07,7.37,8.12,270.8,16.9,266.8,0.37,7000,16,15.17,0.83,47000,59190.0,0.40378460892019813,170.28,35.79,35.62,70.26
Rajasthan,Jaipur,Masur / Lentil,2026,Model-estimated scenario,1726.8,103.73,7.45,8.09,269.6,16.9,266.7,0.36,7000,16,15.12,0.88,47000,58840.0,0.40378460892019813,172.84,36.13,37.52,68.3
Rajasthan,Jaipur,Bajra,2019,Official-aligned historical,2942.1,83.16,6.25,8.11,278.0,16.8,267.0,0.37,2900,30,28.55,1.45,41000,41795.0,0.3437846089201981,139.98,31.64,26.98,76.7
Rajasthan,Jaipur,Bajra,2020,Official-aligned historical,3126.0,84.65,6.33,8.08,276.8,16.8,267.0,0.36,2900,30,28.45,1.55,41000,41505.0,0.3437846089201981,142.33,32.01,30.88,72.76
Rajasthan,Jaipur,Bajra,2021,Official-aligned historical,2953.4,86.15,6.4,8.05,275.6,16.8,266.9,0.37,2900,30,28.51,1.49,41000,41679.0,0.3437846089201981,144.63,32.24,30.55,73.11
Rajasthan,Jaipur,Bajra,2022,Official-aligned historical,3169.8,87.65,6.48,8.04,274.4,16.8,266.9,0.39,2900,30,28.64,1.36,41000,42056.0,0.3437846089201981,146.99,32.62,31.92,71.8
Rajasthan,Jaipur,Bajra,2023,Official-aligned historical,3090.6,89.14,6.55,8.07,273.2,16.9,266.8,0.4,2900,30,28.7,1.3,41000,42230.0,0.3437846089201981,149.29,32.89,27.37,76.38
Rajasthan,Jaipur,Bajra,2024,Provisional estimate,3115.6,90.64,6.63,8.11,272.0,16.9,266.8,0.4,2900,30,28.68,1.32,41000,42172.0,0.3437846089201981,151.65,33.2,32.31,71.43
Rajasthan,Jaipur,Bajra,2025,Model-estimated scenario,3265.3,92.14,6.7,8.12,270.8,16.9,266.8,0.37,2900,30,28.44,1.56,41000,41476.0,0.3437846089201981,153.95,33.54,33.6,70.03
Rajasthan,Jaipur,Bajra,2026,Model-estimated scenario,3097.6,93.64,6.78,8.09,269.6,16.9,266.7,0.36,2900,30,28.34,1.66,41000,41186.0,0.3437846089201981,156.31,33.79,33.35,70.24
Rajasthan,Jaipur,Jowar,2019,Official-aligned historical,2701.3,84.96,6.49,8.11,278.0,16.8,267.0,0.37,4023,28,26.64,1.36,46000,61172.72,0.3637846089201981,143.55,32.3,32.9,73.6
Rajasthan,Jaipur,Jowar,2020,Official-aligned historical,2826.4,86.49,6.56,8.08,276.8,16.8,267.0,0.36,4023,28,26.56,1.44,46000,60850.88,0.3637846089201981,145.89,32.65,29.66,76.79
Rajasthan,Jaipur,Jowar,2021,Official-aligned historical,2955.2,88.02,6.64,8.05,275.6,16.8,266.9,0.37,4023,28,26.61,1.39,46000,61052.03,0.3637846089201981,148.29,33.01,31.56,74.92
Rajasthan,Jaipur,Jowar,2022,Official-aligned historical,2885.1,89.55,6.72,8.04,274.4,16.8,266.9,0.39,4023,28,26.73,1.27,46000,61534.79,0.3637846089201981,150.69,33.29,29.91,76.65
Rajasthan,Jaipur,Jowar,2023,Official-aligned historical,2809.4,91.08,6.8,8.07,273.2,16.9,266.8,0.4,4023,28,26.78,1.22,46000,61735.94,0.3637846089201981,153.08,33.57,33.52,73.07
Rajasthan,Jaipur,Jowar,2024,Provisional estimate,2936.5,92.6,6.88,8.11,272.0,16.9,266.8,0.4,4023,28,26.77,1.23,46000,61695.71,0.3637846089201981,155.47,33.92,32.26,74.32
Rajasthan,Jaipur,Jowar,2025,Model-estimated scenario,3071.1,94.13,6.95,8.12,270.8,16.9,266.8,0.37,4023,28,26.54,1.46,46000,60770.42,0.3637846089201981,157.81,34.27,34.08,72.36
Rajasthan,Jaipur,Jowar,2026,Model-estimated scenario,2999.0,95.66,7.03,8.09,269.6,16.9,266.7,0.36,4023,28,26.45,1.55,46000,60408.35,0.3637846089201981,160.21,34.55,30.46,75.92
Rajasthan,Jaipur,Moong,2019,Official-aligned historical,1079.1,76.6,6.3,8.11,278.0,16.8,267.0,0.37,8780,11,10.47,0.53,39000,52926.6,0.3737846089201981,131.71,29.95,27.03,78.12
Rajasthan,Jaipur,Moong,2020,Official-aligned historical,1075.5,77.98,6.38,8.08,276.8,16.8,267.0,0.36,8780,11,10.43,0.57,39000,52575.4,0.3737846089201981,133.91,30.23,27.1,78.0
Rajasthan,Jaipur,Moong,2021,Official-aligned historical,1082.8,79.36,6.45,8.05,275.6,16.8,266.9,0.37,8780,11,10.45,0.55,39000,52751.0,0.3737846089201981,136.06,30.51,28.14,76.99
Rajasthan,Jaipur,Moong,2022,Official-aligned historical,1102.3,80.74,6.53,8.04,274.4,16.8,266.9,0.39,8780,11,10.5,0.5,39000,53190.0,0.3737846089201981,138.26,30.82,32.84,72.35
Rajasthan,Jaipur,Moong,2023,Official-aligned historical,1131.5,82.12,6.61,8.07,273.2,16.9,266.8,0.4,8780,11,10.52,0.48,39000,53365.6,0.3737846089201981,140.47,31.13,28.58,76.64
Rajasthan,Jaipur,Moong,2024,Provisional estimate,1165.0,83.5,6.68,8.11,272.0,16.9,266.8,0.4,8780,11,10.52,0.48,39000,53365.6,0.3737846089201981,142.62,31.44,30.05,75.17
Rajasthan,Jaipur,Moong,2025,Model-estimated scenario,1195.6,84.88,6.76,8.12,270.8,16.9,266.8,0.37,8780,11,10.43,0.57,39000,52575.4,0.3737846089201981,144.82,31.75,29.5,75.6
Rajasthan,Jaipur,Moong,2026,Model-estimated scenario,1217.2,86.26,6.83,8.09,269.6,16.9,266.7,0.36,8780,11,10.39,0.61,39000,52224.2,0.3737846089201981,146.97,32.04,33.23,71.81
Rajasthan,Jaipur,Urad,2019,Official-aligned historical,1014.5,78.25,6.21,8.11,278.0,16.8,267.0,0.37,8200,10,9.52,0.48,38000,40064.0,0.3737846089201981,133.4,30.08,25.52,77.65
Rajasthan,Jaipur,Urad,2020,Official-aligned historical,1036.7,79.66,6.29,8.08,276.8,16.8,267.0,0.36,8200,10,9.48,0.52,38000,39736.0,0.3737846089201981,135.64,30.39,27.44,75.68
Rajasthan,Jaipur,Urad,2021,Official-aligned historical,1054.1,81.07,6.36,8.05,275.6,16.8,266.9,0.37,8200,10,9.5,0.5,38000,39900.0,0.3737846089201981,137.83,30.69,34.92,68.23
Rajasthan,Jaipur,Urad,2022,Official-aligned historical,1065.3,82.48,6.44,8.04,274.4,16.8,266.9,0.39,8200,10,9.55,0.45,38000,40310.0,0.3737846089201981,140.07,30.99,29.09,74.12
Rajasthan,Jaipur,Urad,2023,Official-aligned historical,1069.8,83.89,6.51,8.07,273.2,16.9,266.8,0.4,8200,10,9.57,0.43,38000,40474.0,0.3737846089201981,142.26,31.28,28.15,75.09
Rajasthan,Jaipur,Urad,2024,Provisional estimate,1068.6,85.3,6.59,8.11,272.0,16.9,266.8,0.4,8200,10,9.56,0.44,38000,40392.0,0.3737846089201981,144.5,31.56,29.76,73.46
Rajasthan,Jaipur,Urad,2025,Model-estimated scenario,1063.7,86.7,6.66,8.12,270.8,16.9,266.8,0.37,8200,10,9.48,0.52,38000,39736.0,0.3737846089201981,146.68,31.84,25.79,77.33
Rajasthan,Jaipur,Urad,2026,Model-estimated scenario,1057.7,88.11,6.74,8.09,269.6,16.9,266.7,0.36,8200,10,9.45,0.55,38000,39490.0,0.3737846089201981,148.92,32.12,30.22,72.87
Rajasthan,Jaipur,Tur / Arhar,2019,Official-aligned historical,1344.7,88.77,6.97,8.11,278.0,16.8,267.0,0.37,8450,13,12.37,0.63,46000,58526.5,0.4437846089201981,150.95,33.64,29.07,76.38
Rajasthan,Jaipur,Tur / Arhar,2020,Official-aligned historical,1325.1,90.37,7.05,8.08,276.8,16.8,267.0,0.36,8450,13,12.33,0.67,46000,58188.5,0.4437846089201981,153.44,33.94,39.36,66.04
Rajasthan,Jaipur,Tur / Arhar,2021,Official-aligned historical,1283.1,91.97,7.13,8.05,275.6,16.8,266.9,0.37,8450,13,12.35,0.65,46000,58357.5,0.4437846089201981,155.92,34.23,34.29,71.14
Rajasthan,Jaipur,Tur / Arhar,2022,Official-aligned historical,1314.2,93.57,7.22,8.04,274.4,16.8,266.9,0.39,8450,13,12.41,0.59,46000,58864.5,0.4437846089201981,158.46,34.58,30.4,75.11
Rajasthan,Jaipur,Tur / Arhar,2023,Official-aligned historical,1388.3,95.16,7.3,8.07,273.2,16.9,266.8,0.4,8450,13,12.44,0.56,46000,59118.0,0.4437846089201981,160.94,34.96,32.11,73.43
Rajasthan,Jaipur,Tur / Arhar,2024,Provisional estimate,1399.7,96.76,7.39,8.11,272.0,16.9,266.8,0.4,8450,13,12.43,0.57,46000,59033.5,0.4437846089201981,163.48,35.29,31.21,74.32
Rajasthan,Jaipur,Tur / Arhar,2025,Model-estimated scenario,1350.0,98.36,7.47,8.12,270.8,16.9,266.8,0.37,8450,13,12.32,0.68,46000,58104.0,0.4437846089201981,165.97,35.57,34.85,70.54
Rajasthan,Jaipur,Tur / Arhar,2026,Model-estimated scenario,1347.3,99.96,7.55,8.09,269.6,16.9,266.7,0.36,8450,13,12.28,0.72,46000,57766.0,0.4437846089201981,168.45,35.89,32.86,72.48
Rajasthan,Jaipur,Groundnut,2019,Official-aligned historical,2454.0,138.7,12.29,8.11,278.0,16.8,267.0,0.37,7517,24,22.84,1.16,76000,95688.28,0.5737846089201981,242.99,48.2,43.74,66.39
Rajasthan,Jaipur,Groundnut,2020,Official-aligned historical,2339.6,141.2,12.44,8.08,276.8,16.8,267.0,0.36,7517,24,22.76,1.24,76000,95086.92,0.5737846089201981,247.0,48.66,50.99,59.05
Rajasthan,Jaipur,Groundnut,2021,Official-aligned historical,2520.3,143.69,12.59,8.05,275.6,16.8,266.9,0.37,7517,24,22.81,1.19,76000,95462.77,0.5737846089201981,251.01,49.26,45.52,64.58
Rajasthan,Jaipur,Groundnut,2022,Official-aligned historical,2445.0,146.19,12.74,8.04,274.4,16.8,266.9,0.39,7517,24,22.91,1.09,76000,96214.47,0.5737846089201981,255.02,49.75,45.16,65.05
Rajasthan,Jaipur,Groundnut,2023,Official-aligned historical,2461.5,148.69,12.88,8.07,273.2,16.9,266.8,0.4,7517,24,22.96,1.04,76000,96590.32,0.5737846089201981,258.99,50.26,46.83,63.44
Rajasthan,Jaipur,Groundnut,2024,Provisional estimate,2598.2,151.18,13.03,8.11,272.0,16.9,266.8,0.4,7517,24,22.94,1.06,76000,96439.98,0.5737846089201981,262.99,50.84,52.34,57.91
Rajasthan,Jaipur,Groundnut,2025,Model-estimated scenario,2457.0,153.68,13.18,8.12,270.8,16.9,266.8,0.37,7517,24,22.75,1.25,76000,95011.75,0.5737846089201981,267.0,51.29,47.68,62.35
Rajasthan,Jaipur,Groundnut,2026,Model-estimated scenario,2619.5,156.18,13.33,8.09,269.6,16.9,266.7,0.36,7517,24,22.68,1.32,76000,94485.56,0.5737846089201981,271.02,51.88,49.03,60.92
Rajasthan,Jaipur,Sunflower Seed,2019,Official-aligned historical,1781.4,122.13,10.76,8.11,278.0,16.8,267.0,0.37,8343,18,17.13,0.87,62000,80915.59,0.5437846089201981,213.65,43.6,47.29,60.81
Rajasthan,Jaipur,Sunflower Seed,2020,Official-aligned historical,1852.6,124.33,10.89,8.08,276.8,16.8,267.0,0.36,8343,18,17.07,0.93,62000,80415.01,0.5437846089201981,217.17,44.1,42.21,65.81
Rajasthan,Jaipur,Sunflower Seed,2021,Official-aligned historical,1786.2,126.53,11.02,8.05,275.6,16.8,266.9,0.37,8343,18,17.11,0.89,62000,80748.73,0.5437846089201981,220.69,44.51,38.72,69.35
Rajasthan,Jaipur,Sunflower Seed,2022,Official-aligned historical,1913.2,128.73,11.15,8.04,274.4,16.8,266.9,0.39,8343,18,17.18,0.82,62000,81332.74,0.5437846089201981,224.21,45.04,40.72,67.44
Rajasthan,Jaipur,Sunflower Seed,2023,Official-aligned historical,1806.4,130.92,11.28,8.07,273.2,16.9,266.8,0.4,8343,18,17.22,0.78,62000,81666.46,0.5437846089201981,227.72,45.43,49.0,59.21
Rajasthan,Jaipur,Sunflower Seed,2024,Provisional estimate,1954.6,133.12,11.41,8.11,272.0,16.9,266.8,0.4,8343,18,17.21,0.79,62000,81583.03,0.5437846089201981,231.25,45.97,43.36,64.84
Rajasthan,Jaipur,Sunflower Seed,2025,Model-estimated scenario,1848.1,135.32,11.54,8.12,270.8,16.9,266.8,0.37,8343,18,17.06,0.94,62000,80331.58,0.5437846089201981,234.77,46.36,41.83,66.18
Rajasthan,Jaipur,Sunflower Seed,2026,Model-estimated scenario,1974.1,137.52,11.67,8.09,269.6,16.9,266.7,0.36,8343,18,17.01,0.99,62000,79914.43,0.5437846089201981,238.29,46.88,43.89,64.05
Rajasthan,Jaipur,Soybean,2019,Official-aligned historical,2125.4,98.93,8.94,8.11,278.0,16.8,267.0,0.37,5708,22,20.93,1.07,56000,63468.44,0.4637846089201981,174.2,37.55,37.96,68.09
Rajasthan,Jaipur,Soybean,2020,Official-aligned historical,2262.6,100.71,9.05,8.08,276.8,16.8,267.0,0.36,5708,22,20.86,1.14,56000,63068.88,0.4637846089201981,177.08,37.99,32.45,73.54
Rajasthan,Jaipur,Soybean,2021,Official-aligned historical,2296.1,102.5,9.15,8.05,275.6,16.8,266.9,0.37,5708,22,20.91,1.09,56000,63354.28,0.4637846089201981,179.91,38.37,32.33,73.71
Rajasthan,Jaipur,Soybean,2022,Official-aligned historical,2194.2,104.28,9.26,8.04,274.4,16.8,266.9,0.39,5708,22,21.0,1.0,56000,63868.0,0.4637846089201981,182.79,38.69,43.1,63.02
Rajasthan,Jaipur,Soybean,2023,Official-aligned historical,2273.3,106.06,9.37,8.07,273.2,16.9,266.8,0.4,5708,22,21.05,0.95,56000,64153.4,0.4637846089201981,185.67,39.1,38.64,67.52
Rajasthan,Jaipur,Soybean,2024,Provisional estimate,2389.8,107.84,9.47,8.11,272.0,16.9,266.8,0.4,5708,22,21.03,0.97,56000,64039.24,0.4637846089201981,188.49,39.51,34.22,71.92
Rajasthan,Jaipur,Soybean,2025,Model-estimated scenario,2301.1,109.62,9.58,8.12,270.8,16.9,266.8,0.37,5708,22,20.85,1.15,56000,63011.8,0.4637846089201981,191.36,39.84,35.55,70.43
Rajasthan,Jaipur,Soybean,2026,Model-estimated scenario,2288.3,111.4,9.69,8.09,269.6,16.9,266.7,0.36,5708,22,20.79,1.21,56000,62669.32,0.4637846089201981,194.24,40.21,44.86,61.07
Rajasthan,Kota,Wheat,2019,Official-aligned historical,5351.9,179.77,12.38,7.92,262.0,15.2,253.0,0.36,2585,50,47.05,2.95,72000,49624.25,0.7547124355743523,296.84,58.28,59.89,41.71
Rajasthan,Kota,Wheat,2020,Official-aligned historical,5100.0,183.0,12.53,7.89,260.8,15.2,253.0,0.37,2585,50,47.15,2.85,72000,49882.75,0.7547124355743523,301.8,58.86,54.96,46.68
Rajasthan,Kota,Wheat,2021,Official-aligned historical,5238.9,186.24,12.68,7.88,259.6,15.2,252.9,0.39,2585,50,47.37,2.63,72000,50451.45,0.7547124355743523,306.78,59.53,61.12,40.6
Rajasthan,Kota,Wheat,2022,Official-aligned historical,5527.5,189.47,12.83,7.91,258.4,15.2,252.9,0.4,2585,50,47.46,2.54,72000,50684.1,0.7547124355743523,311.74,60.22,63.23,38.53
Rajasthan,Kota,Wheat,2023,Official-aligned historical,5291.6,192.71,12.98,7.95,257.2,15.3,252.8,0.4,2585,50,47.43,2.57,72000,50606.55,0.7547124355743523,316.72,60.81,62.34,39.41
Rajasthan,Kota,Wheat,2024,Provisional estimate,5343.9,195.94,13.13,7.96,256.0,15.3,252.8,0.37,2585,50,47.02,2.98,72000,49546.7,0.7547124355743523,321.69,61.46,56.82,44.76
Rajasthan,Kota,Wheat,2025,Model-estimated scenario,5688.7,199.18,13.28,7.93,254.8,15.3,252.8,0.36,2585,50,46.87,3.13,72000,49158.95,0.7547124355743523,326.66,62.16,64.97,36.56
Rajasthan,Kota,Wheat,2026,Model-estimated scenario,5494.0,202.42,13.42,7.9,253.6,15.3,252.7,0.36,2585,50,46.84,3.16,72000,49081.4,0.7547124355743523,331.59,62.75,67.13,34.38
Rajasthan,Kota,Rice / Paddy,2019,Official-aligned historical,6776.2,207.12,15.87,7.92,262.0,15.2,253.0,0.36,2441,65,61.16,3.84,90000,59291.56,1,350.19,69.03,67.42,33.7
Rajasthan,Kota,Rice / Paddy,2020,Official-aligned historical,6743.8,210.85,16.06,7.89,260.8,15.2,253.0,0.37,2441,65,61.29,3.71,90000,59608.89,1,356.01,69.77,71.67,29.5
Rajasthan,Kota,Rice / Paddy,2021,Official-aligned historical,6977.0,214.58,16.25,7.88,259.6,15.2,252.9,0.39,2441,65,61.57,3.43,90000,60292.37,1,361.83,70.55,71.83,29.45
Rajasthan,Kota,Rice / Paddy,2022,Official-aligned historical,6814.8,218.3,16.44,7.91,258.4,15.2,252.9,0.4,2441,65,61.7,3.3,90000,60609.7,1,367.63,71.27,73.58,27.74
Rajasthan,Kota,Rice / Paddy,2023,Official-aligned historical,7172.3,222.03,16.63,7.95,257.2,15.3,252.8,0.4,2441,65,61.66,3.34,90000,60512.06,1,373.45,72.07,69.6,31.71
Rajasthan,Kota,Rice / Paddy,2024,Provisional estimate,6894.0,225.76,16.82,7.96,256.0,15.3,252.8,0.37,2441,65,61.13,3.87,90000,59218.33,1,379.27,72.77,74.88,26.23
Rajasthan,Kota,Rice / Paddy,2025,Model-estimated scenario,7356.8,229.49,17.01,7.93,254.8,15.3,252.8,0.36,2441,65,60.93,4.07,90000,58730.13,1,385.09,73.59,76.62,24.42
Rajasthan,Kota,Rice / Paddy,2026,Model-estimated scenario,6986.3,233.22,17.2,7.9,253.6,15.3,252.7,0.36,2441,65,60.89,4.11,90000,58632.49,1,390.91,74.28,76.87,24.15
